year,quarter,market,is_premium_quality,total_space,available_space,internal_class_rent,direct_available_space,direct_internal_class_rent,sublet_available_space,sublet_internal_class_rent,leasing
2021,Q3,Baltimore,0,40161600,5837069,21.03,5440733,21.13,396336,18.50,281694
2021,Q3,Boston,1,142251546,25139380,48.58,19463292,50.59,5676088,35.01,2084710
2021,Q3,Boston,0,115517911,17076353,22.69,14730831,22.13,2345522,31.62,1242104
2021,Q3,Charlotte,1,38643633,6928507,33.40,5637893,34.26,1290614,28.61,493109
2021,Q3,Charlotte,0,27631436,4372537,24.89,3348312,25.19,1024225,23.67,240965
2021,Q3,Chicago Suburbs,1,53252685,17127054,27.34,14132063,28.00,2994991,20.15,946712
2021,Q3,Chicago Suburbs,0,46414363,13717966,20.32,12386629,20.54,1331337,16.77,505909
2021,Q3,Dallas-Ft. Worth,1,124947678,34965395,28.11,29535966,28.77,5429429,23.82,2346878
2021,Q3,Dallas-Ft. Worth,0,84149212,24220579,21.45,20992486,21.63,3228093,19.78,1265218
2021,Q3,Denver-Boulder,1,56422802,14745085,35.04,11949354,36.06,2795731,29.10,926949
2021,Q3,Denver-Boulder,0,57590501,13398132,27.38,11629575,27.51,1768557,26.35,975402
2021,Q3,Detroit,1,35607938,7984126,21.40,7112556,21.66,871570,18.64,419507
2021,Q3,Detroit,0,48407144,10966168,19.42,10039989,19.05,926179,18.20,453460
2021,Q3,Downtown Chicago,1,74076458,13404466,46.27,11118223,48.30,2286243,33.47,1720588
2021,Q3,Downtown Chicago,0,74043358,19012735,36.96,15734987,37.65,3277748,28.74,749862
2021,Q3,Houston,1,115010792,38039732,33.69,32447065,34.04,5592667,27.20,1309521
2021,Q3,Houston,0,78343058,22019757,21.26,20426284,21.70,1593473,16.25,1068140
2021,Q3,Los Angeles,1,149070483,36912135,49.25,31259367,50.76,5652768,40.77,1951972
2021,Q3,Los Angeles,0,70919462,16255400,39.85,13674846,40.46,2580554,36.34,1236861
2021,Q3,Nashville,1,21790437,4434893,33.15,3285734,34.17,1149159,25.18,261704
2021,Q3,Nashville,0,22190356,3629788,28.61,3111529,28.92,518259,26.00,196911
2021,Q3,Manhattan,1,265812424,48869051,84.39,36754565,91.11,12114486,63.05,3784137
2021,Q3,Manhattan,0,201352950,37212369,60.45,28528274,62.80,8684095,51.72,3922797
2021,Q3,Northern New Jersey,1,115114093,33288807,30.79,25862675,30.99,7426132,28.78,1172742
2021,Q3,Northern New Jersey,0,34372301,6325705,24.84,5608039,24.50,717666,32.15,270920
2021,Q3,Northern Virginia,1,101593509,26477846,36.48,23316005,37.11,3161841,30.17,1889833
2021,Q3,Northern Virginia,0,50027643,10446370,30.88,9447723,31.29,998647,26.97,264976
2021,Q3,Orange County (CA),1,44784996,10912232,37.71,8777178,39.49,2135054,30.36,841246
2021,Q3,Orange County (CA),0,40720942,8113922,31.47,6936673,31.93,1177249,29.28,784738
2021,Q3,Philadelphia,1,86983586,18544635,31.32,14741030,32.59,3803605,25.25,760620
2021,Q3,Philadelphia,0,45754371,9114849,26.38,7945404,26.52,1169445,24.21,389190
2021,Q3,Phoenix,1,48605496,12173299,31.12,9712703,32.18,2460596,26.27,907275
2021,Q3,Phoenix,0,55689140,12101667,24.74,10420905,25.13,1680762,21.30,954887
2021,Q3,Raleigh-Durham,1,37694643,7064530,30.62,5810964,30.76,1253566,29.76,641165
2021,Q3,Raleigh-Durham,0,21009279,2356451,23.34,2066499,23.41,289952,22.64,170391
2021,Q3,Salt Lake City,1,20611852,3038232,28.43,2532929,29.77,505303,22.92,135562
2021,Q3,Salt Lake City,0,25009745,3394533,22.57,2700861,23.52,693672,19.01,100200
2021,Q3,San Diego,1,30946153,6810518,41.58,5735975,42.54,1074543,35.66,978427
2021,Q3,San Diego,0,33047506,5979486,32.67,5426741,33.08,552745,27.26,606226
2021,Q3,San Francisco,1,52861463,12572661,75.98,7420053,80.69,5152608,69.10,1031280
2021,Q3,San Francisco,0,30628738,9163553,67.50,6201738,69.34,2961815,62.22,845433
2021,Q3,Seattle,1,63186911,12194682,47.96,8849439,48.92,3345243,45.16,909764
2021,Q3,Seattle,0,52122565,10017555,30.53,7876481,30.65,2141074,29.91,583420
2021,Q3,South Bay,1,35510051,7145215,60.91,5599626,62.93,1545589,51.35,223324
2021,Q3,South Bay,0,50835270,10502971,51.78,7423013,54.36,3079958,43.37,659937
2021,Q3,South Florida,1,53673005,12733416,42.23,11100912,44.19,1632504,33.01,982739
2021,Q3,South Florida,0,51380215,8550781,31.86,7710140,32.01,840641,26.83,686224
2021,Q3,Suburban Maryland,1,40182730,9583426,30.86,8388959,31.41,1194467,25.71,394597
2021,Q3,Suburban Maryland,0,21724704,3589911,27.06,3341142,27.23,248769,25.49,113432
2021,Q3,Tampa,1,23747338,5195555,32.06,3900597,32.24,1294958,26.71,589652
2021,Q3,Tampa,0,28752456,5027688,23.47,4464295,23.60,563393,20.24,696210
2021,Q3,US National,1,2104143484,491760833,43.42,,,,,33092299
2021,Q3,US National,0,1545973585,321552228,33.36,,,,,21346848
2021,Q3,Washington DC,1,80028240,15863733,59.67,13991720,61.41,1872013,44.88,2129364
2021,Q3,Washington DC,0,44492377,9850622,49.96,8680002,50.99,1170620,40.16,983410
2021,Q4,Atlanta,1,108820580,31398976,32.79,27359887,33.69,4039089,25.61,1950946
2021,Q4,Atlanta,0,65405859,14065492,23.74,12857250,23.89,1208242,21.82,449317
2021,Q4,Austin,1,42113862,9147431,50.57,7254681,50.99,1892750,48.14,2291303
2021,Q4,Austin,0,28449618,5490888,35.54,4801237,35.97,689651,31.85,363763
2021,Q4,Baltimore,1,42019702,8024768,26.41,6955410,26.61,1069358,24.95,344541
2021,Q4,Baltimore,0,40161600,5847385,21.25,5463193,21.33,384192,18.75,380674
2021,Q4,Boston,1,142251546,24089729,50.11,18773224,51.17,5316505,40.65,2098289
2021,Q4,Boston,0,115517911,16938381,22.83,14539067,22.13,2399314,30.46,966560
2021,Q4,Charlotte,1,38385622,6872973,33.42,5545341,34.41,1327632,28.62,301776
2021,Q4,Charlotte,0,27066071,4007090,25.41,3036481,25.81,970609,24.09,249092
2021,Q4,Chicago Suburbs,1,53252685,17778875,27.44,14685092,28.09,3093783,20.14,615525
2021,Q4,Chicago Suburbs,0,46374363,13625034,20.33,12301581,20.59,1323453,16.67,502008
2021,Q4,Dallas-Ft. Worth,1,124370947,35230771,28.08,29601938,28.82,5628833,23.30,1870225
2021,Q4,Dallas-Ft. Worth,0,84428909,23807155,21.52,20652202,21.64,3154953,20.08,1347136
2021,Q4,Denver-Boulder,1,56422802,14524895,35.23,11893895,36.26,2631000,28.67,1087914
2021,Q4,Denver-Boulder,0,57590501,13319306,27.51,11623514,27.63,1695792,26.33,1109467
2021,Q4,Detroit,1,35807938,8024495,21.82,6942144,22.09,1082351,18.86,328819
2021,Q4,Detroit,0,48407144,10258675,19.54,9402453,19.21,856222,17.68,381870
2021,Q4,Downtown Chicago,1,74156458,13504442,46.16,10881926,48.10,2622516,31.63,1583132
2021,Q4,Downtown Chicago,0,74198358,20261343,36.92,17025628,37.72,3235715,27.73,1072007
2021,Q4,Houston,1,115010792,37759127,33.86,31870243,34.26,5888884,27.65,1571721
2021,Q4,Houston,0,78805769,21600254,21.32,20149877,21.77,1450377,16.41,760377
2021,Q4,Los Angeles,1,148564659,36987314,49.32,31530696,50.99,5456618,39.54,2694805
2021,Q4,Los Angeles,0,70824601,16114870,40.27,13741150,41.03,2373720,34.95,876671
2021,Q4,Nashville,1,21790437,4315786,33.06,3198203,34.07,1117583,26.31,250038
2021,Q4,Nashville,0,22190356,4261678,27.91,3685910,28.15,575768,26.73,147872
2021,Q4,Manhattan,1,268015917,50507125,85.38,39500090,91.56,11007035,62.92,6123414
2021,Q4,Manhattan,0,201352950,36707193,60.80,28259633,63.18,8447560,52.02,3184573
2021,Q4,Northern New Jersey,1,115114093,32812600,30.79,25430228,31.14,7382372,27.84,1782998
2021,Q4,Northern New Jersey,0,34372301,6394692,24.95,5636876,24.60,757816,31.87,350098
2021,Q4,Northern Virginia,1,103371740,26835969,36.73,23321465,37.41,3514504,30.20,1617129
2021,Q4,Northern Virginia,0,50027643,10353231,31.37,9399490,31.81,953741,27.10,648911
2021,Q4,Orange County (CA),1,45130782,10720768,37.50,9324403,38.74,1396365,29.24,1000246
2021,Q4,Orange County (CA),0,40785418,6961611,31.31,6170516,31.69,791095,28.38,901531
2021,Q4,Philadelphia,1,87371586,18605528,30.86,14629362,32.12,3976166,25.33,1295346
2021,Q4,Philadelphia,0,45754371,9242941,26.55,8110453,26.62,1132488,24.93,583184
2021,Q4,Phoenix,1,48786990,12604099,31.13,10105509,32.43,2498590,25.65,504059
2021,Q4,Phoenix,0,55667143,12172398,25.05,10230238,25.58,1942160,21.63,735710
2021,Q4,Raleigh-Durham,1,37635765,7467015,30.72,5952934,31.24,1514081,28.33,357428
2021,Q4,Raleigh-Durham,0,20224624,2270378,23.76,1946687,24.00,323691,22.25,202055
2021,Q4,Salt Lake City,1,20611852,2916842,28.35,2327102,29.75,589740,23.42,195859
2021,Q4,Salt Lake City,0,25009745,3612741,22.72,2934435,23.52,678306,19.43,158638
2021,Q4,San Diego,1,30946153,6301269,42.71,5389811,43.86,911458,35.67,970792
2021,Q4,San Diego,0,33047506,5738927,32.59,5172181,33.00,566746,28.29,600922
2021,Q4,San Francisco,1,53368319,12192716,75.92,7663297,80.23,4529419,69.63,1178736
2021,Q4,San Francisco,0,30805504,9675600,67.13,6116323,68.93,3559277,61.66,623442
2021,Q4,Seattle,1,63533911,12077922,46.77,8780232,49.13,3297690,41.04,990310
2021,Q4,Seattle,0,52250031,10274235,31.27,8099620,31.38,2174615,30.67,753892
2021,Q4,South Bay,1,35510051,7127211,60.96,5828663,63.90,1298548,43.30,975125
2021,Q4,South Bay,0,50384832,10362422,52.32,7558071,54.61,2804351,43.99,1016757
2021,Q4,South Florida,1,54860522,12808436,44.43,11516971,44.74,1291465,35.77,1317530
2021,Q4,South Florida,0,51419100,8131621,32.25,7273669,32.45,857952,26.19,820880
2021,Q4,Suburban Maryland,1,40916731,9695398,31.55,8644169,32.22,1051229,24.46,431635
2021,Q4,Suburban Maryland,0,21724704,3580222,27.72,3306688,27.92,273534,25.36,121284
2021,Q4,Tampa,1,23983427,5334661,31.77,4000869,31.97,1333792,25.50,628352
2021,Q4,Tampa,0,28774460,5216441,23.84,4480265,23.94,736176,21.09,383875
2021,Q4,US National,1,2112488109,491382113,43.63,,,,,38812374
2021,Q4,US National,0,1545611769,320353604,33.61,,,,,20776962
2021,Q4,Washington DC,1,80362240,15714972,58.78,13744441,60.53,1970531,46.48,2454381
2021,Q4,Washington DC,0,44590377,10061400,49.64,8752321,50.83,1309079,41.26,1084396
2022,Q1,Atlanta,1,108820580,31901849,33.35,27543968,34.10,4357881,26.62,1260591
2022,Q1,Atlanta,0,65710838,12964794,23.43,11699695,24.06,1265099,21.50,528630
2022,Q1,Austin,1,42385676,8731830,51.52,7080186,51.64,1651644,50.26,1582592
2022,Q1,Austin,0,28300790,5208198,36.72,4605933,37.06,602265,34.10,397780
2022,Q1,Baltimore,1,42019702,8402190,26.65,7297450,26.77,1104740,25.65,482890
2022,Q1,Baltimore,0,40429417,6083642,21.39,5761585,21.50,322057,17.61,267223
2022,Q1,Boston,1,144598591,22826092,50.25,17513072,51.80,5313020,41.23,2458924
2022,Q1,Boston,0,116285336,16709291,21.84,14414885,21.31,2294406,29.24,1005454
2022,Q1,Charlotte,1,39205033,8259313,34.22,6734785,35.47,1524528,28.72,659002
2022,Q1,Charlotte,0,26722869,4006212,25.75,2967167,26.52,1039045,23.54,248538
2022,Q1,Chicago Suburbs,1,53252685,17820946,28.68,14901679,29.36,2919267,20.10,1012695
2022,Q1,Chicago Suburbs,0,46374363,13376588,21.31,12142845,21.53,1233743,18.70,363725
2022,Q1,Dallas-Ft. Worth,1,125384099,38711708,29.17,33699345,29.56,5012363,25.69,1557741
2022,Q1,Dallas-Ft. Worth,0,85039821,24130083,21.87,20458172,22.13,3671911,19.42,1080238
2022,Q1,Denver-Boulder,1,56877524,14550280,36.26,11917756,37.29,2632524,29.10,1330573
2022,Q1,Denver-Boulder,0,57703188,13072231,28.40,11506809,28.57,1565422,26.51,762458
2022,Q1,Detroit,1,35807938,8058022,21.80,6933639,22.08,1124383,18.99,182051
2022,Q1,Detroit,0,48318968,10439966,19.86,9523042,19.61,916924,17.32,353341
2022,Q1,Downtown Chicago,1,74156458,14506250,48.98,11933929,50.93,2572321,30.72,1084976
2022,Q1,Downtown Chicago,0,74198358,20737303,38.21,17563748,39.12,3173555,27.40,803716
2022,Q1,Houston,1,115010792,37895874,33.98,32094702,34.35,5801172,27.03,1319318
2022,Q1,Houston,0,78853847,20806480,21.56,19414667,21.94,1391813,17.52,923091
2022,Q1,Los Angeles,1,149026468,38891878,49.14,32077501,51.29,6814377,38.42,2651351
2022,Q1,Los Angeles,0,71534222,16678091,40.58,14429240,41.22,2248851,36.01,845893
2022,Q1,Nashville,1,22070207,4478951,33.55,3266239,34.42,1212712,26.55,261150
2022,Q1,Nashville,0,22289230,4499880,28.06,3816272,28.33,683608,26.64,210647
2022,Q1,Manhattan,1,268303851,52694211,86.99,40928989,94.22,11765222,62.99,4177093
2022,Q1,Manhattan,0,202517123,37129764,61.12,28639346,63.94,8490418,50.87,3576615
2022,Q1,Northern New Jersey,1,115419126,32485530,30.43,25490228,30.80,6995302,27.35,1857167
2022,Q1,Northern New Jersey,0,34061541,5654202,25.42,4859802,25.06,794400,31.38,268808
2022,Q1,Northern Virginia,1,103371740,27957937,36.68,23786292,37.21,4171645,32.54,1301651
2022,Q1,Northern Virginia,0,50538503,10577173,31.47,9713553,31.95,863620,25.95,362559
2022,Q1,Orange County (CA),1,45245226,10790103,37.22,9203725,38.68,1586378,28.73,902129
2022,Q1,Orange County (CA),0,40865922,6972402,30.97,5760606,31.93,1211796,26.48,713499
2022,Q1,Philadelphia,1,87371586,19115008,31.47,15017151,32.52,4097857,26.81,1102301
2022,Q1,Philadelphia,0,45754371,9761154,26.62,8470015,26.84,1291139,24.62,420625
2022,Q1,Phoenix,1,48856990,13207393,31.34,10376068,32.60,2831325,25.91,653139
2022,Q1,Phoenix,0,55850182,12489868,24.83,9961742,25.49,2528126,21.63,999374
2022,Q1,Raleigh-Durham,1,37687062,7745951,30.56,6050885,31.50,1695066,27.08,382684
2022,Q1,Raleigh-Durham,0,20318888,2613370,23.78,2058479,24.63,554891,20.53,151967
2022,Q1,Salt Lake City,1,20611852,3022858,28.31,2388023,29.84,634835,23.32,275162
2022,Q1,Salt Lake City,0,25009745,3569375,23.19,3011365,23.62,558010,21.00,245262
2022,Q1,San Diego,1,31339752,6476078,43.66,5557367,44.25,918711,39.85,1910443
2022,Q1,San Diego,0,33316092,5593313,32.96,4940618,33.31,652695,30.04,622317
2022,Q1,San Francisco,1,53800319,12641964,76.62,8129016,80.28,4512948,70.71,1171473
2022,Q1,San Francisco,0,30955089,9832054,66.66,6688218,68.61,3143836,57.96,317725
2022,Q1,Seattle,1,68277395,12665809,50.67,9897440,52.17,2768369,46.11,978542
2022,Q1,Seattle,0,53045378,10438071,33.16,7927424,32.16,2510647,37.60,416424
2022,Q1,South Bay,1,36544547,6737703,62.18,5069627,64.52,1668076,45.60,101088
2022,Q1,South Bay,0,50795495,10416413,52.73,7475687,54.33,2940726,45.59,473745
2022,Q1,South Florida,1,54934952,12417356,45.41,11392997,45.97,1024359,38.96,804154
2022,Q1,South Florida,0,53714219,9230851,32.30,8047135,32.90,1183716,26.72,758096
2022,Q1,Suburban Maryland,1,41502709,9928105,31.39,8707269,32.17,1220836,24.38,784621
2022,Q1,Suburban Maryland,0,21987790,3627717,27.82,3349385,27.92,278332,24.73,100870
2022,Q1,Tampa,1,24082211,5534831,32.43,4164072,32.57,1370759,28.58,679436
2022,Q1,Tampa,0,28849460,5459705,24.12,4560143,24.15,899562,22.17,516776
2022,Q1,US National,1,2126733407,504043793,44.02,,,,,34666965
2022,Q1,US National,0,1553931422,322095845,33.86,,,,,18068620
2022,Q1,Washington DC,1,80768336,15587773,59.02,13722459,60.71,1865314,46.55,1742028
2022,Q1,Washington DC,0,44590377,10017654,49.67,8801519,50.74,1216135,41.48,333224
2022,Q2,Atlanta,1,109205580,33413962,33.23,28688864,34.00,4725098,26.98,1601767
2022,Q2,Atlanta,0,65279571,12630484,23.45,11356422,23.72,1274062,21.55,739571
2022,Q2,Austin,1,42841676,8649747,49.73,6997189,51.02,1652558,41.30,843421
2022,Q2,Austin,0,28227176,5293270,36.47,4720434,37.03,572836,31.99,255569
2022,Q2,Baltimore,1,41691149,8592364,26.48,7368671,26.73,1223693,24.41,451606
2022,Q2,Baltimore,0,39266605,5742367,21.24,5428707,21.32,313660,18.06,407614
2022,Q2,Boston,1,144914621,26252150,55.48,20380166,58.07,5871984,45.05,1935017
2022,Q2,Boston,0,115406212,16994543,23.10,14512046,22.50,2482497,32.33,499676
2022,Q2,Charlotte,1,39546846,8927193,35.08,7315771,36.28,1611422,29.60,623804
2022,Q2,Charlotte,0,26510518,4703545,27.06,3499175,27.83,1204370,24.82,162356
2022,Q2,Chicago Suburbs,1,53252685,17624200,28.85,14733827,29.49,2890373,19.85,619760
2022,Q2,Chicago Suburbs,0,46318433,12915523,21.28,11913355,21.50,1002168,17.00,1084905
2022,Q2,Dallas-Ft. Worth,1,126591121,35866202,29.08,30751523,29.43,5114679,26.40,1953814
2022,Q2,Dallas-Ft. Worth,0,84797506,24095990,21.95,20475136,22.18,3620854,19.17,907327
2022,Q2,Denver-Boulder,1,56877524,14520757,36.07,11524399,37.25,2996358,27.77,741526
2022,Q2,Denver-Boulder,0,57397747,13074238,28.76,11566662,28.95,1507576,26.40,695147
2022,Q2,Detroit,1,35768208,8727401,21.60,7607082,21.76,1120319,20.14,210604
2022,Q2,Detroit,0,48285972,10881681,19.72,9780859,19.45,1100822,17.26,270368
2022,Q2,Downtown Chicago,1,74156458,15269077,49.04,12523690,50.80,2745387,31.22,1555671
2022,Q2,Downtown Chicago,0,74068566,20743515,38.18,17417939,39.07,3325576,25.69,831177
2022,Q2,Houston,1,114902159,37879386,33.48,31952813,34.08,5926573,25.08,1151681
2022,Q2,Houston,0,78770740,20231477,21.72,18775884,22.12,1455593,17.62,638607
2022,Q2,Los Angeles,1,149635245,38337095,48.78,31685972,50.88,6651123,38.68,2275839
2022,Q2,Los Angeles,0,71401617,16994760,41.07,14639476,41.60,2355284,37.50,482228
2022,Q2,Nashville,1,22412390,4790482,33.58,3548290,34.19,1242192,27.09,202370
2022,Q2,Nashville,0,22501544,4203331,28.73,3567804,29.08,635527,26.10,164150
2022,Q2,Manhattan,1,268362492,50928242,86.27,38349468,92.86,12578774,65.77,5655894
2022,Q2,Manhattan,0,202250096,36277959,62.05,28077477,64.78,8200482,52.06,2780534
2022,Q2,Northern New Jersey,1,115419126,31874216,31.26,24605394,31.69,7268822,28.29,1478917
2022,Q2,Northern New Jersey,0,34061541,5295718,25.18,4499295,24.81,796423,31.52,138103
2022,Q2,Northern Virginia,1,102925352,27045603,36.56,22566571,37.20,4479032,32.36,1500881
2022,Q2,Northern Virginia,0,48958872,10060821,31.79,9231367,32.28,829454,26.55,1171700
2022,Q2,Orange County (CA),1,45059226,11163309,36.65,9284624,38.14,1878685,28.82,850555
2022,Q2,Orange County (CA),0,40577693,7060880,30.79,5762267,31.53,1298613,27.57,702880
2022,Q2,Philadelphia,1,87758586,19428173,31.86,15255909,33.05,4172264,26.92,627644
2022,Q2,Philadelphia,0,45754371,9702700,27.04,8374027,27.01,1328673,26.79,464455
2022,Q2,Phoenix,1,49333721,13798093,30.84,10841739,32.01,2956354,26.04,462129
2022,Q2,Phoenix,0,55877626,12034599,25.22,9671632,25.52,2362967,23.53,601580
2022,Q2,Raleigh-Durham,1,37499881,7344235,30.31,5854893,31.20,1489342,26.81,754733
2022,Q2,Raleigh-Durham,0,20534080,2993031,24.15,2137021,25.31,856010,21.26,52605
2022,Q2,Salt Lake City,1,20611852,4138997,30.19,3339455,31.53,799542,24.60,372056
2022,Q2,Salt Lake City,0,25009745,3659301,23.25,3077201,23.78,582100,20.59,249694
2022,Q2,San Diego,1,30921185,6450859,44.11,5518398,44.74,932461,40.36,706299
2022,Q2,San Diego,0,32295410,5512143,33.12,4808114,33.50,704029,30.52,267646
2022,Q2,San Francisco,1,54754219,13305793,75.79,9265223,80.63,4040570,65.92,1182922
2022,Q2,San Francisco,0,30934794,10483627,66.30,7239225,68.27,3244402,61.59,283094
2022,Q2,Seattle,1,68277395,12845453,50.71,10297017,51.92,2548436,46.72,498993
2022,Q2,Seattle,0,52250280,10268571,32.35,7715243,32.31,2553328,32.48,460532
2022,Q2,South Bay,1,36209501,7061570,60.27,5251677,62.80,1809893,46.14,1016132
2022,Q2,South Bay,0,49965244,10617034,53.95,7564902,55.73,3052132,47.15,370511
2022,Q2,South Florida,1,54261809,11575732,46.23,10497720,46.83,1078012,39.93,855161
2022,Q2,South Florida,0,50762361,8780898,32.48,7672320,33.17,1108578,26.71,581316
2022,Q2,Suburban Maryland,1,41371625,10072995,31.04,8684262,31.96,1388733,24.27,754095
2022,Q2,Suburban Maryland,0,21325520,3568896,28.06,3279222,28.26,289674,24.19,165432
2022,Q2,Tampa,1,24082211,5480488,32.68,3988846,32.82,1491642,29.32,648445
2022,Q2,Tampa,0,28849460,5201142,24.39,4240064,24.49,961078,20.98,287655
2022,Q2,US National,1,2129412179,507159221,43.95,,,,,32298959
2022,Q2,US National,0,1540897630,320042338,34.39,,,,,16572959
2022,Q2,Washington DC,1,80768336,15795447,58.94,13800773,60.70,1994674,46.37,767223
2022,Q2,Washington DC,0,43258330,10020294,50.17,8920609,51.01,1099685,42.74,856527
2022,Q3,Atlanta,1,109205580,32520469,33.13,27300765,33.86,5219704,27.46,1462300
2022,Q3,Atlanta,0,65190925,12257592,23.70,10732641,24.04,1524951,21.31,533659
2022,Q3,Austin,1,45168161,9353220,50.22,7047215,52.17,2306005,39.75,779108
2022,Q3,Austin,0,28227176,5731370,36.75,4770964,37.72,960406,29.89,418671
2022,Q3,Baltimore,1,41691149,8707718,26.17,7419602,26.48,1288116,23.73,612165
2022,Q3,Baltimore,0,39266605,5173549,21.19,4830184,21.32,343365,17.54,364853
2022,Q3,Boston,1,145764621,26033132,53.71,19349629,56.31,6683503,46.19,2146044
2022,Q3,Boston,0,115406212,16755686,26.52,13525658,25.12,3230028,37.65,925594
2022,Q3,Charlotte,1,39546846,8707690,35.40,7298330,36.32,1409360,30.64,468209
2022,Q3,Charlotte,0,26510518,4930678,27.58,3680745,28.51,1249933,24.83,272948
2022,Q3,Chicago Suburbs,1,53136932,18093271,28.72,14875742,29.41,3217529,19.87,787451
2022,Q3,Chicago Suburbs,0,45880900,12773008,20.94,11760455,21.15,1012553,16.96,520648
2022,Q3,Dallas-Ft. Worth,1,126909753,36499106,28.84,30584194,29.44,5914912,25.13,2278669
2022,Q3,Dallas-Ft. Worth,0,84797506,24064890,22.81,20788485,22.91,3276405,22.09,1242201
2022,Q3,Denver-Boulder,1,57242235,15773549,35.61,12306071,36.77,3467478,27.14,878526
2022,Q3,Denver-Boulder,0,57416260,13658551,29.12,11568775,29.47,2089776,24.81,697951
2022,Q3,Detroit,1,35768208,8786376,21.51,7439154,21.77,1347222,19.48,355752
2022,Q3,Detroit,0,48000504,10882631,19.86,9767076,19.67,1115555,16.97,689715
2022,Q3,Downtown Chicago,1,75356458,15293377,49.25,12335044,50.92,2958333,31.34,1160682
2022,Q3,Downtown Chicago,0,74068566,21317977,38.61,17781249,39.47,3536728,25.62,664153
2022,Q3,Houston,1,115035074,38015383,34.12,31737048,34.48,6278335,27.81,2807015
2022,Q3,Houston,0,78809841,21141042,21.62,19702188,22.03,1438854,17.75,1001370
2022,Q3,Los Angeles,1,149820063,38705334,48.72,31664108,50.80,7041226,39.29,2386831
2022,Q3,Los Angeles,0,71589553,17343906,40.94,14818560,41.22,2525346,38.89,756793
2022,Q3,Nashville,1,22517390,5163299,34.65,3618058,35.22,1545241,26.91,399687
2022,Q3,Nashville,0,22664201,4195563,29.02,3574897,29.24,620666,27.76,250085
2022,Q3,Manhattan,1,268362492,47734454,84.64,35585038,91.19,12149416,64.81,5835370
2022,Q3,Manhattan,0,201206112,36504763,62.32,28462986,64.97,8041777,51.47,3249413
2022,Q3,Northern New Jersey,1,115419126,31218310,31.53,23969473,31.78,7248837,30.08,1980332
2022,Q3,Northern New Jersey,0,34061541,5147443,24.91,4394230,24.50,753213,33.93,368775
2022,Q3,Northern Virginia,1,102925352,27101940,36.67,22517788,37.19,4584152,33.53,1615609
2022,Q3,Northern Virginia,0,48958872,9832302,31.86,8905760,32.49,926542,25.80,653105
2022,Q3,Orange County (CA),1,45059226,12201600,36.74,9900902,38.08,2300698,30.92,735584
2022,Q3,Orange County (CA),0,40577693,6502567,31.15,5126957,31.66,1375610,29.31,1063051
2022,Q3,Philadelphia,1,87758586,19168544,32.17,15099569,33.05,4068975,27.95,955577
2022,Q3,Philadelphia,0,45754371,9700775,27.04,8248290,27.10,1452485,26.72,272821
2022,Q3,Phoenix,1,49333721,14838046,30.72,11390060,32.02,3447986,26.37,769662
2022,Q3,Phoenix,0,55877626,12776481,25.40,9809393,25.72,2967088,23.78,817377
2022,Q3,Raleigh-Durham,1,37934202,8249363,30.70,6243017,32.12,2006346,26.30,562099
2022,Q3,Raleigh-Durham,0,20587901,2865777,23.90,2008070,25.03,857707,21.25,175002
2022,Q3,Salt Lake City,1,21438115,4533618,29.51,3487644,30.67,1045974,24.84,468910
2022,Q3,Salt Lake City,0,25097196,3848346,23.27,3273558,23.92,574788,19.83,347858
2022,Q3,San Diego,1,30921185,6671879,43.53,5496814,44.65,1175065,38.42,408862
2022,Q3,San Diego,0,32295410,5240845,32.58,4520879,33.22,719966,28.61,778419
2022,Q3,San Francisco,1,54754219,13607557,74.52,9532961,79.44,4074596,63.14,862378
2022,Q3,San Francisco,0,30934794,11082967,65.92,7469835,68.15,3613132,61.56,178645
2022,Q3,Seattle,1,68277395,13923825,50.47,10864895,52.07,3058930,46.09,1173029
2022,Q3,Seattle,0,52250280,10318002,33.14,7725271,33.22,2592731,32.80,750168
2022,Q3,South Bay,1,37701336,7052323,61.51,5561710,64.04,1490613,51.05,1112923
2022,Q3,South Bay,0,50068168,10872170,58.04,7909353,59.30,2962817,53.92,618748
2022,Q3,South Florida,1,54261809,11334844,46.52,10094622,47.21,1240222,39.81,1558048
2022,Q3,South Florida,0,50800789,8345927,32.98,7319425,33.58,1026502,27.90,788512
2022,Q3,Suburban Maryland,1,41371625,10133240,31.20,8805790,32.05,1327450,24.40,598841
2022,Q3,Suburban Maryland,0,21325520,3545196,28.00,3219486,28.07,325710,25.49,180764
2022,Q3,Tampa,1,24082211,5511813,32.71,3808454,33.03,1703359,28.15,716717
2022,Q3,Tampa,0,28943310,5256816,24.30,4151350,24.45,1105466,20.81,352946
2022,Q3,US National,1,2137531406,511362489,43.85,,,,,36677876
2022,Q3,US National,0,1539826680,321889672,35.12,,,,,19318857
2022,Q3,Washington DC,1,80768336,16429209,58.42,14259867,60.36,2169342,45.72,801496
2022,Q3,Washington DC,0,43258330,9822852,49.83,8640244,50.72,1182608,42.77,384612
2022,Q4,Atlanta,1,109272928,33899739,33.09,28764498,33.81,5135241,26.82,1142989
2022,Q4,Atlanta,0,64840462,12881584,23.90,10852450,24.23,2029134,21.58,421775
2022,Q4,Austin,1,45168161,11467778,50.98,8442114,52.93,3025664,42.70,710907
2022,Q4,Austin,0,28227176,5524554,35.54,4319650,36.53,1204904,29.64,362688
2022,Q4,Baltimore,1,41691149,8531519,25.33,7295403,25.75,1236116,21.41,794630
