,id,address,latitude,longitude
32667,San Diego_Torrey Pines_La Jolla_LINK at Torrey Pines_3366 N Torrey Pines Ct,"3366 N Torrey Pines Ct, La Jolla, CA 92037",32.89353,-117.241641
32682,San Diego_Central Suburban_San Diego_Mission Corporate Center_6160 Mission Gorge Rd,"6160 Mission Gorge Rd, San Diego, CA 92120",32.786732,-117.098177
32698,San Diego_Del Mar Hts/Carmel Valley_San Diego_Phase I  Bldg 1_6040 Edgewood Bend Ct,"6040 Edgewood Bend Ct, San Diego, CA 92130",32.955651,-117.191745
32699,San Diego_Del Mar Hts/Carmel Valley_San Diego_Phase I  Bldg 2_6040 Edgewood Bend Ct,"6040 Edgewood Bend Ct, San Diego, CA 92130",32.955651,-117.191745
32700,San Diego_Del Mar Hts/Carmel Valley_San Diego_Phase I  Bldg 3_6040 Edgewood Bend Ct,"6040 Edgewood Bend Ct, San Diego, CA 92130",32.955651,-117.191745
32701,San Diego_Del Mar Hts/Carmel Valley_San Diego_Phase II Bldg 4B_6040 Edgewood Bend Ct,"6040 Edgewood Bend Ct, San Diego, CA 92130",32.955651,-117.191745
32708,San Diego_South/Southeast Corridor_National City_South Bay Corporate Center_401 Mile of Cars Way,"401 Mile of Cars Way, National City, CA 91950",32.66167,-117.10576
32709,San Diego_Central Suburban_San Diego_Spruce Office_3200 4th Ave,"3200 4th Ave, San Diego, CA 92103",32.738906,-117.161566
32713,San Diego_UTC_San Diego_The Plaza_4365 Executive Dr,"4365 Executive Dr, San Diego, CA 92121",32.874668,-117.211837
32723,San Diego_Del Mar Hts/Carmel Valley_San Diego_WAVE_11452 El Camino Real,"11452 El Camino Real, San Diego, CA 92130",32.927245,-117.238552
32724,San Diego_Downtown_San Diego_Wonderbread_105-171 14th St,"105-171 14th St, San Diego, CA 92101",32.71104,-117.151916
32734,San Diego_Kearny Mesa_San Diego_NA_3625 Ruffin Rd,"3625 Ruffin Rd, San Diego, CA 92123",32.809469,-117.118567
32741,San Diego_Governor Park_San Diego_NA_5090 Shoreham Pl,"5090 Shoreham Pl, San Diego, CA 92122",32.852642,-117.186452
32742,San Diego_Sorrento Mesa_San Diego_NA_5280 Carroll Canyon Rd,"5280 Carroll Canyon Rd, San Diego, CA 92121",32.891892,-117.193685
32743,San Diego_Carlsbad_Carlsbad_NA_5411 Avenida Encinas,"5411 Avenida Encinas, Carlsbad, CA 92008",33.128421,-117.327473
32750,San Diego_UTC_San Diego_NA_Campus Point Dr,"Campus Point Dr, San Diego, CA 92121",32.886553,-117.221655
32754,San Francisco_Financial District South_San Francisco_28 2nd St_22-28 2nd St,"22-28 2nd St, San Francisco, CA 94105",37.784469,-122.395374
32755,San Francisco_Rincon/South Beach_San Francisco_320 First St_501 Folsom St,"501 Folsom St, San Francisco, CA 94105",37.786959,-122.394461
32759,San Francisco_Jackson Square_San Francisco_435437 Pacific Ave_433-435 Pacific Ave,"433-435 Pacific Ave, San Francisco, CA 94133",37.794426,-122.426325
32763,San Francisco_Yerba Buena_San Francisco_5M_415 Natoma St,"415 Natoma St, San Francisco, CA 94103",37.781484,-122.405688
32764,San Francisco_Financial District South_San Francisco_621625 Howard St_631 Howard St,"631 Howard St, San Francisco, CA 94105",37.786041,-122.398558
32767,San Francisco_SOMA_San Francisco_976 Mission St_972 Mission St,"972 Mission St, San Francisco, CA 94103",37.781709,-122.408361
32768,San Francisco_SOMA_San Francisco_Amco Building_650 5th St,"650 5th St, San Francisco, CA 94107",37.77565,-122.397939
32770,San Francisco_Union Square/Civic Center_San Francisco_California Savings Bldg_800-830 Market St,"800-830 Market St, San Francisco, CA 94102",37.78547,-122.406618
32778,San Francisco_Waterfront/North Beach_San Francisco_NA_1000 Sansome St,"1000 Sansome St, San Francisco, CA 94111",37.799682,-122.402119
32779,San Francisco_Union Square/Civic Center_San Francisco_NA_1390 Market St,"1390 Market St, San Francisco, CA 94102",37.777184,-122.4173
32782,San Francisco_Financial District North_San Francisco_NA_244 California St,"244 California St, San Francisco, CA 94111",37.79352,-122.399602
32800,Seattle_Southend_Federal Way_Cedar Park at West Campus_33433-33455 6th Ave S,"33433-33455 6th Ave S, Federal Way, WA 98003",47.290299,-122.326726
32815,Seattle_Fremont / North Seattle_Seattle_George F Russell Jr Hall_4201 15th Ave NE,"4201 15th Ave NE, Seattle, WA 98105",47.658575,-122.312339
32818,Seattle_Pioneer Sq/SoDo_Seattle_Hawk Tower_255 S King St,"255 S King St, Seattle, WA 98104",47.597935,-122.331027
32824,Seattle_Seattle CBD_Seattle_Kelly Springfield Building_1525 11th Ave,"1525 11th Ave, Seattle, WA 98122",47.614755,-122.318487
32849,Seattle_Eastside_Bellevue_South Building_325 118th Ave SE,"325 118th Ave SE, Bellevue, WA 98005",47.607615,-122.18405
32853,Seattle_Eastside_Redmond_The Offices at Riverpark_15809 Bear Creek Pky NE,"15809 Bear Creek Pky NE, Redmond, WA 98052",47.673347,-122.129321
32855,Seattle_Southend_Tukwila_The Offices at Tukwila_12401 E Marginal Way S,"12401 E Marginal Way S, Tukwila, WA 98168",47.49162,-122.28723
32859,Seattle_Seattle CBD_Seattle_NA_1200 6th Ave,"1200 6th Ave, Seattle, WA 98101",47.60902,-122.331993
32863,South Bay/San Jose_Palo Alto_Palo Alto_3 Embarcadero Place_2300 Geng Rd,"2300 Geng Rd, Palo Alto, CA 94303",37.451542,-122.121266
32866,South Bay/San Jose_Campbell/Los Gatos_Los Gatos_750 University_750 University Ave,"750 University Ave, Los Gatos, CA 95032",37.23892,-121.97389
32880,South Bay/San Jose_Fremont (880 Corridor)_Fremont_Murco Plaza I_39111 Paseo Padre Pky,"39111 Paseo Padre Pky, Fremont, CA 94538",37.553353,-121.981474
32888,South Bay/San Jose_Downtown San Jose_San Jose_The Garden Alameda_1570 The Alameda,"1570 The Alameda, San Jose, CA 95126",37.335785,-121.915303
32894,South Bay/San Jose_Santa Clara_Santa Clara_NA_3111 Coronado Dr,"3111 Coronado Dr, Santa Clara, CA 95054",37.378374,-121.973376
32919,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_2691 E Oakland Park Blvd_2691 E Oakland Park Blvd,"2691 E Oakland Park Blvd, Fort Lauderdale, FL 33306",26.167708,-80.111934
32930,South Florida_NE Dade_Miami_545wyn_545 NW 26th St,"545 NW 26th St, Miami, FL 33127",25.8011,-80.204411
32933,South Florida_Boca Raton_Boca Raton_7800 Congress Center_7800 Congress Ave,"7800 Congress Ave, Boca Raton, FL 33487",26.418607,-80.094195
32947,South Florida_West Miami/Airport_Miami_Bird Road Professional Office Center_7480 SW 40th St,"7480 SW 40th St, Miami, FL 33155",25.732462,-80.316714
32954,South Florida_NE Dade_Miami_CUBE Wynwd_222 NW 24th St,"222 NW 24th St, Miami, FL 33127",25.800111,-80.199367
32961,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_Commerce Point_3511 W Commercial Blvd,"3511 W Commercial Blvd, Fort Lauderdale, FL 33309",26.186808,-80.195758
32963,South Florida_Coral Gables/Grove_Coconut Grove_Continental Plaza_3250 Mary St,"3250 Mary St, Coconut Grove, FL 33133",25.730278,-80.239844
32969,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_Cypress Creek Business Centre_2901 W Cypress Creek Rd,"2901 W Cypress Creek Rd, Fort Lauderdale, FL 33309",26.20303,-80.18526
32971,South Florida_West Miami/Airport_Miami_Dolphin Corporate Center_11430 NW 20th St,"11430 NW 20th St, Miami, FL 33172",25.791334,-80.382396
32980,South Florida_Palm Beach_West Palm Beach_Executive Centre_2300 Palm Beach Lakes Blvd,"2300 Palm Beach Lakes Blvd, West Palm Beach, FL 33409",26.709347,-80.097206
33008,South Florida_Boca Raton_Boca Raton_Mission Bay Office Plaza_20283 State Road 7,"20283 State Road 7, Boca Raton, FL 33498",26.373755,-80.204793
33015,South Florida_SW Broward_Pembroke Pines_Pembroke Pointe 880_880 SW 145th Ave,"880 SW 145th Ave, Pembroke Pines, FL 33027",26.001421,-80.338019
33019,South Florida_Palm Beach_Palm Beach_Plaza Center East_249 Royal Palm Way,"249 Royal Palm Way, Palm Beach, FL 33480",26.70606,-80.038375
33034,South Florida_Sunrise/Plantation_Sunrise_Sunrise Corporate Plaza I_1300 Sawgrass Corporate Pky,"1300 Sawgrass Corporate Pky, Sunrise, FL 33323",26.136959,-80.334429
33036,South Florida_Boca Raton_Boca Raton_The 1801 Bldg_1801 N Military Trl,"1801 N Military Trl, Boca Raton, FL 33431",26.365811,-80.122537
33044,South Florida_Downtown Miami_Miami_The Ingraham Building_25 SE 2nd Ave,"25 SE 2nd Ave, Miami, FL 33131",25.77369,-80.190015
33046,South Florida_NE Dade_Miami Beach_The Lincoln Building_350 Lincoln Rd,"350 Lincoln Rd, Miami Beach, FL 33139",25.790428,-80.131648
33048,South Florida_Palm Beach_Lake Worth_The Promenade at Lake Worth_120 N Federal Hwy,"120 N Federal Hwy, Lake Worth, FL 33460",26.617287,-80.052187
33049,South Florida_Downtown Fort Lauderdale_Fort Lauderdale_Tower 101_101 NE 3rd Ave,"101 NE 3rd Ave, Fort Lauderdale, FL 33301",26.123444,-80.141153
33051,South Florida_Boca Raton_Boca Raton_Tower I_5200 Town Center Cir,"5200 Town Center Cir, Boca Raton, FL 33486",26.36169,-80.124083
33058,South Florida_North Broward_Coral Springs_University Centre III at The Walk_2700-2788 N University Dr,"2700-2788 N University Dr, Coral Springs, FL 33065",26.296779,-80.249978
33062,South Florida_Palm Beach_West Palm Beach_Waterfront Clematis_1 N Clematis St,"1 N Clematis St, West Palm Beach, FL 33401",26.713957,-80.049724
33068,South Florida_Brickell_Miami_NA_1000 Brickell Ave,"1000 Brickell Ave, Miami, FL 33131",25.763993,-80.191719
33072,South Florida_Coral Gables/Grove_Coral Gables_NA_1701 Ponce De Leon Blvd,"1701 Ponce De Leon Blvd, Coral Gables, FL 33134",25.756457,-80.258639
33074,South Florida_Cypress Creek/Fort Lauderdale_Fort Lauderdale_NA_1800 Eller Dr,"1800 Eller Dr, Fort Lauderdale, FL 33316",26.081617,-80.123689
33081,South Florida_Coral Gables/Grove_Coral Gables_NA_717 Ponce de Leon Blvd,"717 Ponce de Leon Blvd, Coral Gables, FL 33134",25.765434,-80.257896
33083,South Florida_West Miami/Airport_Miami_NA_9600 NW 25th St,"9600 NW 25th St, Miami, FL 33172",25.74485,-80.350869
33086,Southern Maryland_Rockville_North Bethesda_Greencourt Innovation Center_12358 Parklawn Dr,"12358 Parklawn Dr, North Bethesda, MD 20852",39.059841,-77.111829
33089,Southern Maryland_Landover / Lanham / Greenbelt_Landover_Metro East Office Building_4351 Garden City Dr,"4351 Garden City Dr, Landover, MD 20785",38.94987,-76.86639
33091,Southern Maryland_Gaithersburg / Germantown_Germantown_Observation Medical and Surgical Center_20410 Observation Dr,"20410 Observation Dr, Germantown, MD 20876",39.191516,-77.248892
33092,Southern Maryland_Bethesda / Chevy Chase_Bethesda_Office At Sumner Place_4701 Sangamore Rd,"4701 Sangamore Rd, Bethesda, MD 20816",38.949957,-77.119544
33095,Southern Maryland_Landover / Lanham / Greenbelt_Lanham_Palmer Business Ctr Ph 3_4500 Forbes Blvd,"4500 Forbes Blvd, Lanham, MD 20706",38.951002,-76.834318
33101,Southern Maryland_Rockville_Rockville_NA_11 N Washington St,"11 N Washington St, Rockville, MD 20850",39.084775,-77.152612
33102,Southern Maryland_Rockville_Rockville_NA_15020 Shady Grove Rd,"15020 Shady Grove Rd, Rockville, MD 20850",39.102775,-77.19145
33107,Tampa_South Tampa_Tampa_701 S Howard Ave_701 S Howard Ave,"701 S Howard Ave, Tampa, FL 33606",27.937083,-82.483252
33110,Tampa_South Tampa_Tampa_Bayshore Place_601 Bayshore Blvd,"601 Bayshore Blvd, Tampa, FL 33606",27.937824,-82.465495
33111,Tampa_Westshore_Tampa_Bldg 1  Cypress Bay_5550 W Executive Dr,"5550 W Executive Dr, Tampa, FL 33609",27.946577,-82.538826
33112,Tampa_Southeast Hillsborough_Brandon_Brandon Executive Center_210-220 W Brandon Blvd,"210-220 W Brandon Blvd, Brandon, FL 33511",27.937821,-82.305349
33117,Tampa_Sarasota_Sarasota_Executive Center_3665 Bee Ridge Rd,"3665 Bee Ridge Rd, Sarasota, FL 34233",27.299485,-82.494922
33120,Tampa_Tampa CBD_Tampa_Heights Union  West Building_111 W Oak Ave,"111 W Oak Ave, Tampa, FL 33602",27.961493,-82.462168
33132,Tampa_Tampa CBD_Tampa_Northern Trust_425 N Florida Ave,"425 N Florida Ave, Tampa, FL 33602",27.948586,-82.457027
33135,Tampa_Northwest Tampa_Tampa_Oak Trail Center  Building 4_7827 N Dale Mabry Hwy,"7827 N Dale Mabry Hwy, Tampa, FL 33614",28.020179,-82.502324
33139,Tampa_North Pinellas_Palm Harbor_Palm Harbor Professional Center_35111 N Us Hwy 19,"35111 N Us Hwy 19, Palm Harbor, FL 34684",28.093509,-82.739484
33157,Tampa_Westshore_Tampa_SkyCenter One_5411 SkyCenter Dr,"5411 SkyCenter Dr, Tampa, FL 33607",27.963459,-82.53682
33159,Tampa_Southeast Hillsborough_Tampa_The Glass House at Coconut Palm_3804 Coconut Palm Dr,"3804 Coconut Palm Dr, Tampa, FL 33619",27.97959,-82.35432
33160,Tampa_Tampa CBD_Tampa_Thousand  One_1001 Water St,"1001 Water St, Tampa, FL 33602",27.943975,-82.450028
33164,Tampa_Westshore_Tampa_Watermark 9_5440 Mariner St,"5440 Mariner St, Tampa, FL 33609",27.943165,-82.536255
33167,Tampa_Westshore_Tampa_Westshore Corporate Center_600 N Westshore Blvd,"600 N Westshore Blvd, Tampa, FL 33609",27.950919,-82.525064
33169,Tampa_Polk_Lakeland_NA_115 S Missouri Ave,"115 S Missouri Ave, Lakeland, FL 33815",28.043559,-81.958844
33170,Tampa_Mid Pinellas_Clearwater_NA_2727 Ulmerton Rd,"2727 Ulmerton Rd, Clearwater, FL 33762",27.894895,-82.670613
33174,Tampa_Westshore_Tampa_NA_5332 Avion Park Dr,"5332 Avion Park Dr, Tampa, FL 33607",27.958154,-82.534133
33175,Tampa_Polk_Lakeland_NA_6790 New Tampa Hwy,"6790 New Tampa Hwy, Lakeland, FL 33815",28.029458,-82.044508
33181,Washington D.C._East End_Washington_500 8th St NW_505 9th St NW,"505 9th St NW, Washington, DC 20004",38.896535,-77.023517
33184,Washington D.C._Uptown_Washington_7603 Georgia_7603 Georgia Ave NW,"7603 Georgia Ave NW, Washington, DC 20012",38.981936,-77.026228
33188,Washington D.C._East End_Washington_District Center_555 12th St NW,"555 12th St NW, Washington, DC 20004",38.896731,-77.02757
33192,Washington D.C._East End_Washington_Liberty Square_450 5th St NW,"450 5th St NW, Washington, DC 20001",38.895607,-77.019347
33196,Washington D.C._East End_Washington_The Aleck_1400 L St NW,"1400 L St NW, Washington, DC 20005",38.903524,-77.034874
33197,Washington D.C._Central Business District_Washington_The Davis Building_1629 K St NW,"1629 K St NW, Washington, DC 20006",38.902828,-77.037872
33200,Washington D.C._East End_Washington_The Portrait Building_701 8th St NW,"701 8th St NW, Washington, DC 20001",38.8991,-77.022619
33201,Washington D.C._Central Business District_Washington_The Row on 19th_1140 19th St NW,"1140 19th St NW, Washington, DC 20036",38.90494,-77.043766
33202,Washington D.C._Central Business District_Washington_Western Market_2000 Pennsylvania Ave NW,"2000 Pennsylvania Ave NW, Washington, DC 20006",38.900457,-77.045794
33223,Washington D.C._Central Business District_Washington_NA_900 19th St NW,"900 19th St NW, Washington, DC 20006",38.901652,-77.043841
33226,Austin_East_Austin_Fifth  Tillery_3100 East 5th St,"3100 East 5th St, Austin, TX 78702",30.256728,-97.707364
33227,Austin_Northeast_Austin_Parmer 41_13929 Center Lake Dr,"13929 Center Lake Dr, Austin, TX 78753",30.40862,-97.655644
33228,Austin_Southwest_Austin_Uplands Corporate Center II_5301 Southwest Pky,"5301 Southwest Pky, Austin, TX 78735",30.242279,-97.842676
33229,Boston_Route 128 West_Watertown_Arsenal on the Charles_100 Talcott Ave,"100 Talcott Ave, Watertown, MA 2472",42.362697,-71.163752
33232,Boston_Seaport/South Boston_Boston_The Innovation and Design Building_1 Design Center Pl,"1 Design Center Pl, Boston, MA 2210",42.34424,-71.032749
33237,Charlotte_Midtown/ South End_Charlotte_Salt  Vinegar_2001 W Morehead St,"2001 W Morehead St, Charlotte, NC 28208",35.226998,-80.873719
33240,Charlotte_SouthPark_Charlotte_NA_4525 Sharon Rd,"4525 Sharon Rd, Charlotte, NC 28211",35.150049,-80.829212
33241,Charlotte_University / Northeast_Davidson_NA_525 Harbour Place Dr,"525 Harbour Place Dr, Davidson, NC 28036",35.505999,-80.865307
33249,Chicago_East Loop_Chicago_One Illinois Center_111 E Wacker Dr,"111 E Wacker Dr, Chicago, IL 60601",41.887826,-87.623587
33256,Chicago_River North_Chicago_NA_363 W Erie St,"363 W Erie St, Chicago, IL 60654",41.893768,-87.638159
33257,Chicago Suburbs_O'Hare Area_Rosemont_5400 Pearl St_5420 Pearl St,"5420 Pearl St, Rosemont, IL 60018",41.978332,-87.873137
33258,Chicago Suburbs_Northwest Corridor_Rolling Meadows_Atrium Corporate Centre_3800 Golf Rd,"3800 Golf Rd, Rolling Meadows, IL 60008",42.053112,-88.025446
33260,Chicago Suburbs_East-West Corridor_Downers Grove_Corridors III_2650 Warrenville Rd,"2650 Warrenville Rd, Downers Grove, IL 60515",41.808237,-88.049634
33265,Chicago Suburbs_Northwest Corridor_Itasca_NA_1200 N Arlington Heights Rd,"1200 N Arlington Heights Rd, Itasca, IL 60143",41.98892,-88.0052
33266,Chicago Suburbs_Northwest Corridor_Itasca_NA_1300 N Arlington Heights Rd,"1300 N Arlington Heights Rd, Itasca, IL 60143",41.990974,-88.004507
33268,Chicago Suburbs_East-West Corridor_Downers Grove_NA_3500 Lacey Rd,"3500 Lacey Rd, Downers Grove, IL 60515",41.823057,-88.032063
33270,Chicago Suburbs_North Corridor_Highland Park_NA_513 Central Ave,"513 Central Ave, Highland Park, IL 60035",42.186263,-87.798634
33272,Dallas/Ft Worth_Richardson Telecom Corridor_Richardson_NA_1125 E Campbell Rd,"1125 E Campbell Rd, Richardson, TX 75081",32.976914,-96.705285
33273,Dallas/Ft Worth_Las Colinas_Irving_NA_750 W John Carpenter Fwy,"750 W John Carpenter Fwy, Irving, TX 75039",32.886615,-96.958614
33275,Detroit_Auburn Hills / Rochester_Auburn Hills_Auburn Hills Corporate Center_900 N Squirrel Rd,"900 N Squirrel Rd, Auburn Hills, MI 48326",42.651872,-83.21868
33276,Detroit_Macomb County / Grosse Pointe / Harper Woods_Sterling Heights_Liberty Place_35801-35875 Mound Rd,"35801-35875 Mound Rd, Sterling Heights, MI 48310",42.558046,-83.054196
33278,Detroit_Pontiac / Lakes_Pontiac_The Riker Building_35 W Huron Rd,"35 W Huron Rd, Pontiac, MI 48342",42.638242,-83.294141
33279,Detroit_Detroit City Outlying_Detroit_NA_2000 Division St,"2000 Division St, Detroit, MI 48207",42.34912,-83.035427
33280,Detroit_Ann Arbor_Ann Arbor_NA_315 E Eisenhower Pky,"315 E Eisenhower Pky, Ann Arbor, MI 48108",42.245236,-83.74706
33281,Detroit_Ann Arbor_Ann Arbor_NA_5220 S State Rd,"5220 S State Rd, Ann Arbor, MI 48108",42.21154,-83.737509
33283,Houston_CBD_Houston_Bank of America Tower_800 Capitol St,"800 Capitol St, Houston, TX 77002",29.7596,-95.36475
33284,Houston_Katy Freeway/Energy Corridor_Houston_Energy Center V_915 N Eldridge Pky,"915 N Eldridge Pky, Houston, TX 77079",29.781562,-95.618696
33287,Los Angeles_Hollywood_Hollywood_Harlow_1001 N Seward St,"1001 N Seward St, Hollywood, CA 90038",34.089214,-118.333404
33291,Los Angeles_El Segundo_El Segundo_NA_2201 Rosecrans Ave,"2201 Rosecrans Ave, El Segundo, CA 90245",33.90267,-118.384847
33296,Manhattan_Park Avenue South_New York_123 E 24th St_121 E 24th St,"121 E 24th St, New York, NY 10010",40.740574,-73.984771
33300,Manhattan_Penn Plaza/Times Square South_New York_240248 W 40th St_240 W 40th St,"240 W 40th St, New York, NY 10018",40.755285,-73.989536
33301,Manhattan_Flatiron_New York_2428 W 25th St_24-28 W 25th St,"24-28 W 25th St, New York, NY 10010",40.743397,-73.990299
33306,Manhattan_Flatiron_New York_44 W 28th St_44-50 W 28th St,"44-50 W 28th St, New York, NY 10001",40.749317,-73.997327
33308,Manhattan_Flatiron_New York_50 W 23rd Street_50 W 23rd St,"50 W 23rd St, New York, NY 10010",40.742095,-73.9918
33309,Manhattan_Grand Central_New York_539545 Fifth Ave_545 Fifth Ave,"545 Fifth Ave, New York, NY 10017",40.755112,-73.979243
33321,Manhattan_Park Avenue South_New York_One Madison_1 Madison Ave,"1 Madison Ave, New York, NY 10010",40.741075,-73.987393
33328,Manhattan_Greenwich Village_New York_The Noho Bldg_627 Broadway,"627 Broadway, New York, NY 10012",40.7262,-73.996539
33336,Manhattan_Flatiron_New York_NA_23 W 20th St,"23 W 20th St, New York, NY 10011",40.740397,-73.992404
33349,Nashville_Cool Springs_Franklin_Energy Park II_381 Riverside Dr,"381 Riverside Dr, Franklin, TN 37064",35.911871,-86.826859
33352,Nashville_Airport North_Nashville_Highland Ridge I_565 Marriott Dr,"565 Marriott Dr, Nashville, TN 37214",36.147175,-86.690484
33353,Nashville_Brentwood_Brentwood_Horizon Center_9020 Overlook Blvd,"9020 Overlook Blvd, Brentwood, TN 37027",36.032201,-86.778614
33354,Nashville_Brentwood_Brentwood_Maryland Farms Office Park_100 Winners Cir,"100 Winners Cir, Brentwood, TN 37027",36.037536,-86.807373
33365,Nashville_Green Hills/Music Row_Nashville_Woodlawn Crossing_2505 21st Ave S,"2505 21st Ave S, Nashville, TN 37212",36.125895,-86.805508
33368,Nashville_Green Hills/Music Row_Nashville_NA_4301 Hillsboro Rd,"4301 Hillsboro Rd, Nashville, TN 37215",36.0991,-86.822353
33369,Northern New Jersey_Waterfront_Jersey City_Goldman Sachs_30 Hudson St,"30 Hudson St, Jersey City, NJ 7302",40.713114,-74.034129
33373,Northern New Jersey_East Bergen_Ridgefield Park_Overpeck Corporate Centre_55 Challenger Rd,"55 Challenger Rd, Ridgefield Park, NJ 7660",40.846588,-74.012728
33374,Northern New Jersey_Morris_Morristown_NA_340 Mount Kemble Ave,"340 Mount Kemble Ave, Morristown, NJ 7960",40.772452,-74.50088
33376,Orange County_Central County_Anaheim_Arena Corporate Center III_1600 S Douglass Rd,"1600 S Douglass Rd, Anaheim, CA 92806",33.80971,-117.876415
33377,Orange County_Irvine Spectrum_Irvine_NA_140 Progress,"140 Progress, Irvine, CA 92618",33.67879,-117.76257
33383,Philadelphia_Plymouth Meeting_Blue Bell_Three Valley Square_512 Township Line Rd,"512 Township Line Rd, Blue Bell, PA 19422",40.131787,-75.28454
33384,Philadelphia_Outer Philadelphia County_Philadelphia_NA_401 N Broad St,"401 N Broad St, Philadelphia, PA 19108",39.959697,-75.161125
33386,Philadelphia_Plymouth Meeting_Plymouth Meeting_NA_500 S Gravers Rd,"500 S Gravers Rd, Plymouth Meeting, PA 19462",40.108014,-75.295478
33387,Phoenix_Tempe_Tempe_NA_2145 E Baseline Rd,"2145 E Baseline Rd, Tempe, AZ 85283",33.377165,-111.895469
33388,Phoenix_Airport Area_Phoenix_NA_4025 S Riverpoint Pky,"4025 S Riverpoint Pky, Phoenix, AZ 85040",33.412462,-112.014199
33394,Salt Lake City_Southeast_Sandy_7410 Union Park Ave_7410 S Creek Rd,"7410 S Creek Rd, Sandy, UT 84093",40.616815,-111.857905
33395,Salt Lake City_Central West_Salt Lake City_A_5286 Commerce,"5286 Commerce, Salt Lake City, UT 84107",40.656735,-111.90056
33396,Salt Lake City_Central West_Salt Lake City_B_5288 Commerce,"5288 Commerce, Salt Lake City, UT 84107",40.656692,-111.900647
33401,Salt Lake City_Northeast_Salt Lake City_Colvin Engineering_244 W 300 N,"244 W 300 N, Salt Lake City, UT 84103",40.776205,-111.898358
33402,Salt Lake City_Central West_Salt Lake City_D_5282 Commerce Dr,"5282 Commerce Dr, Salt Lake City, UT 84107",40.657195,-111.899901
33405,Salt Lake City_Central West_Salt Lake City_E_5280-5288 S Commerce Dr,"5280-5288 S Commerce Dr, Salt Lake City, UT 84107",40.656834,-111.899504
33408,Salt Lake City_Southeast_Salt Lake City_Millrock Park East  Bldg IV_6510 S Millrock Dr,"6510 S Millrock Dr, Salt Lake City, UT 84121",40.63295,-111.801061
33409,Salt Lake City_Southeast_Salt Lake City_Millrock Park West  Building II_3165 E Millrock Dr,"3165 E Millrock Dr, Salt Lake City, UT 84121",40.632985,-111.803696
33415,Salt Lake City_Southeast_Cottonwood Heights_Union Park VI_6955 S Union Park Ctr,"6955 S Union Park Ctr, Cottonwood Heights, UT 84047",40.625312,-111.857201
33418,Salt Lake City_Northwest_Salt Lake City_NA_1805 S Redwood Rd,"1805 S Redwood Rd, Salt Lake City, UT 84104",40.730652,-111.937664
33419,Salt Lake City_Central West_Taylorsville_NA_995 W Levoy Dr,"995 W Levoy Dr, Taylorsville, UT 84123",40.673478,-111.919526
33420,San Diego_Del Mar Hts/Carmel Valley_San Diego_Del Mar Corporate Centre_12390 El Camino Real,"12390 El Camino Real, San Diego, CA 92130",32.94167,-117.2408
33421,San Diego_Downtown_San Diego_One Ten Plaza_110 W A St,"110 W A St, San Diego, CA 92101",32.719302,-117.164455
33423,San Diego_Sorrento Mesa_San Diego_NA_9980 Huennekens St,"9980 Huennekens St, San Diego, CA 92121",32.901776,-117.181024
33425,Seattle_I-90 / East King County_Bellevue_Bldg IV_3150 139th Ave SE,"3150 139th Ave SE, Bellevue, WA 98005",47.582643,-122.153344
33428,Tampa_Northwest Tampa_Tampa_Bldg K_7725 Woodland Center Blvd,"7725 Woodland Center Blvd, Tampa, FL 33614",28.021471,-82.522636
33429,Tampa_Southeast Hillsborough_Tampa_Highland Oaks V_10401 Highland Manor Dr,"10401 Highland Manor Dr, Tampa, FL 33610",27.984395,-82.328269
33430,Tampa_Westshore_Tampa_Independence Park I_4110 George Rd,"4110 George Rd, Tampa, FL 33634",27.979651,-82.553146
33436,Atlanta_North Fulton_Alpharetta_100 Milton Park_30000 Mill Creek Ave,"30000 Mill Creek Ave, Alpharetta, GA 30022",34.049508,-84.277402
33452,Atlanta_Midtown_Atlanta_Bldg 100_1575 Northside Dr NW,"1575 Northside Dr NW, Atlanta, GA 30318",33.80089,-84.40454
33457,Atlanta_North Fulton_Roswell_Building 200  Holcomb Woods_1000 Holcomb Woods Pky,"1000 Holcomb Woods Pky, Roswell, GA 30076",34.022063,-84.312589
33493,Atlanta_Northwest_Atlanta_Riveredge Summit_1500-1600 Riveredge Pky NW,"1500-1600 Riveredge Pky NW, Atlanta, GA 30328",33.910402,-84.435036
33494,Atlanta_North Fulton_Alpharetta_Royal Centre Three_11475 Great Oaks Way,"11475 Great Oaks Way, Alpharetta, GA 30022",34.058462,-84.269794
33502,Atlanta_Northeast_Peachtree Corners_Technology ParkAtlanta  Meridian II_275 Scientific Dr,"275 Scientific Dr, Peachtree Corners, GA 30092",33.966408,-84.220185
33505,Atlanta_Buckhead_Atlanta_The Elliot_159 Armour Dr NE,"159 Armour Dr NE, Atlanta, GA 30324",33.808406,-84.383749
33509,Atlanta_North Fulton_Alpharetta_The Park at Windward Concourse_1720 Windward Concourse,"1720 Windward Concourse, Alpharetta, GA 30005",34.103045,-84.239937
33515,Atlanta_Central Perimeter_Atlanta_Three Ravinia_3 Ravinia Dr,"3 Ravinia Dr, Atlanta, GA 30346",33.921468,-84.334879
33517,Atlanta_Northwest_Atlanta_Towers at Wildwood_3200 Windy Hill Rd SE,"3200 Windy Hill Rd SE, Atlanta, GA 30339",33.914166,-84.461192
